,Título da Notícia,Tema,URL
797,"
Não atenda ligações do celular que inicia com *011; ele clona números #boato
",tecnologia,www.boatos.org/tecnologia/nao-atenda-celular-011-clona.html
798,"
MBL é o maior difusor de notícias falsas, diz pesquisa da USP #boato
",politica,www.boatos.org/politica/mbl-difusor-noticias-falsas.html
799,"
Contracheque de deputado Francisco Brasileiro com salário de R$ 135 mil vaza na web #boato
",politica,www.boatos.org/politica/contracheque-deputado-francisco.html
800,"
7 boatos relacionados ao consumo de carne, peixe e frango
",saude,www.boatos.org/saude/7-boatos-consumo-de-carne-peixe-e-frango.html
801,"
Silvio Santos divulga mensagem sobre câncer que teve na cabeça #boato
",entretenimento,www.boatos.org/entretenimento/silvio-santos-mensagem-cancer.html
802,"
Mulher finge pedir ajuda de madrugada no portão para realizar assaltos #boato
",brasil,www.boatos.org/brasil/mulher-ajuda-madrugada-assaltos.html
803,"
Garoto humilhado por Sérgio Cabral virou agente penitenciário de Bangu 8 #boato
",politica,www.boatos.org/politica/garoto-humilhado-cabral-agente.html
804,"
Carne bovina com câncer (tumor) é flagrada em vídeo #boato
",saude,www.boatos.org/saude/carne-bovina-cancer-tumor.html
805,"
Grupo JSL Júlio Simões está precisando de motoristas carteira B ou D #boato
",brasil,www.boatos.org/brasil/grupo-jsl-esta-precisando-motoristas.html
806,"
Idosos têm direito a 50% de desconto em passagens aéreas #boato
",brasil,www.boatos.org/brasil/idosos-desconto-passagens-aereas.html
807,"
Nuvem humana é flagrada nos céus da Zâmbia #boato
",mundo,www.boatos.org/mundo/nuvem-humana-flagrada-zambia.html
808,"
Pesquisa da Unicamp revela nome de homens ruins de cama #boato
",brasil,www.boatos.org/brasil/pesquisa-unicamp-homens-ruins-de-cama.html
809,"
Marcela Temer é flagrada traindo Michel Temer em vídeo #boato
",politica,www.boatos.org/politica/marcela-temer-traindo-michel.html
810,"
Vídeo mostra frango com vermes (larvas) dentro #boato
",saude,www.boatos.org/saude/video-frango-vermes-larvas-boato.html
811,"
7 alertas falsos sobre efeitos colaterais de remédios, vacinas e exames
",saude,www.boatos.org/saude/alertas-falsos-efeitos-colaterais-remedios-vacinas-exames.html
812,"
CEO da Fnac diz, em comunicado, que cansou do Brasil #boato
",brasil,www.boatos.org/brasil/ceo-fnac-comunicado-cansou-brasil.html
813,"
Delfinópolis tem surto de febre amarela, alerta enfermeiro #boato
",saude,www.boatos.org/saude/delfinopolis-surto-febre-amarela.html
814,"
Droga que mata em três dias chega ao Brasil #boato
",saude,www.boatos.org/saude/droga-mata-tres-dias-chega-brasil.html
815,"
Mulher colocou bebê na máquina de lavar e depois foi linchada #boato
",brasil,www.boatos.org/brasil/mulher-bebe-maquina-lavar-inchada.html
816,"
Papa Francisco proíbe a quaresma (quarentena) #boato
",religiao,www.boatos.org/religiao/papa-francisco-proibe-quaresma.html
817,"
Epidemia de vaca louca no Brasil; não coma carne vermelha #boato
",saude,www.boatos.org/saude/epidemia-vaca-louca-brasil-carne.html
818,"
Riqueza de Lulinha vai ser publicada na Veja neste final de semana #boato
",politica,www.boatos.org/politica/riqueza-lulinha-publicada-veja.html
819,"
26 corpos são encontrados nos armazéns do Burger King #boato
",mundo,www.boatos.org/mundo/26-corpos-encontrados-burger-king.html
820,"
Roberto Carlos morre aos 72 anos no Rio de janeiro #boato
",entretenimento,www.boatos.org/entretenimento/roberto-carlos-morre-aos-72.html
821,"
Arnaldo Jabor escreve texto criticando o carnaval #boato
",brasil,www.boatos.org/brasil/arnaldo-jabor-criticando-carnaval.html
822,"
Goleiro Bruno se filia ao PSDB e é liberado da prisão #boato
",esporte,www.boatos.org/esporte/goleiro-bruno-filia-psdb.html
823,"
Ivete Sangalo não quer mais trabalhar com Victor e Léo no The Voice #boato
",entretenimento,www.boatos.org/entretenimento/ivete-sangalo-victor-e-leo-the-voice.html
824,"
?Não use telefone celular (telemóveis) na cozinha #boato
",mundo,www.boatos.org/mundo/nao-use-telefone-celular-cozinha.html
825,"
Alexandre Frota vai virar ministro de Relações Exteriores #boato
",politica,www.boatos.org/politica/alexandre-frota-ministro-relacoes.html
826,"
Vídeo Carnaval de Pipoca é um vírus que hackeia celular #boato
",tecnologia,www.boatos.org/tecnologia/video-carnaval-de-pipoca-hackeia.html
827,"
7 boatos envolvendo cobras e bizarrices que viralizaram na web
",brasil,www.boatos.org/brasil/sete-boatos-cobras-e-bizarrices.html
828,"
Greve geral: não vai ter Carnaval no Espírito Santo #boato
",brasil,www.boatos.org/brasil/greve-carnaval-espirito-santo.html
829,"
Vídeo de Marcela Temer dançando de biquíni vaza na internet #boato
",politica,www.boatos.org/politica/video-marcela-temer-dancando.html
830,"
Pastora foi engolida por cobra sucuri em Goiânia #boato
",brasil,www.boatos.org/brasil/pastora-engolida-sucuri-goiania.html
831,"
Fim do IPVA: governo não vai mais cobrar imposto de carro #boato
",brasil,www.boatos.org/brasil/fim-ipva-governo-nao-cobrar-imposto.html
832,"
Juíza solta bandido e é assaltada na saída do fórum por ele #boato
",brasil,www.boatos.org/brasil/juiza-solta-bandido-assaltada.html
833,"
Cobra sucuri engole índia viva no Mato Grosso #boato
",brasil,www.boatos.org/brasil/cobra-sucuri-engole-india-mato-grosso.html
834,"
Nunca mais irá usar shampoo depois de ver vídeo, avisa governo #boato
",saude,www.boatos.org/saude/shampoo-video-avisa-governo-boato.html
835,"
Idade mínima para tirar CNH vai passar para 16 anos #boato
",brasil,www.boatos.org/brasil/idade-minima-cnh-16-anos.html
836,"
Presidente do Banco Mundial critica governo Temer na CBN #boato
",politica,www.boatos.org/politica/presidente-banco-mundial-governo-temer.html
837,"
Aplicativo clona qualquer conta do WhatsApp #boato
",tecnologia,www.boatos.org/tecnologia/aplicativo-clona-conta-whatsapp.html
838,"
Major da PM que deu gravata em mulher de policial é morto no Rio #boato
",brasil,www.boatos.org/brasil/major-pm-gravata-mulher-morto-rio.html
839,"
Deloitte vai contratar 150 profissionais; vagas são para recuperação da Oi #boato
",brasil,www.boatos.org/brasil/deloitte-contratar-150-vagas.html
840,"
7 alertas falsos de greve da Polícia Militar (PM) no Brasil
",brasil,www.boatos.org/brasil/7boatos-greve-policia.html
841,"
900 vagas de emprego nos Correios em contratação via Facebook #boato
",brasil,www.boatos.org/brasil/vagas-emprego-correios-facebook.html
842,"
Camarotti vai entrevistar Moro na Globo News hoje #boato
",politica,www.boatos.org/politica/camarotti-entrevista-moro-globo-news.html
843,"
Menina de 16 anos foi engolida por sucuri em Presidente Figueiredo (AM) #boato
",brasil,www.boatos.org/brasil/menina-sucuri-presidente-figueiredo.html
844,"
Dona Marisa era funcionária do Congresso, ganhava R$ 68 mil e Lula quer pensão #boato
",politica,www.boatos.org/politica/dona-marisa-congresso-lula-pensao.html
845,"
Beber água morna cura câncer; água gelada causa infarto #boato
",saude,www.boatos.org/saude/agua-morna-cura-cancer.html
846,"
Judoca da Bahia morreu após consumir coco com leptospirose #boato
",saude,www.boatos.org/saude/judoca-bahia-coco-leptospirose.html
847,"
Chaves magnéticas de hotéis roubam dados de hóspedes #boato
",tecnologia,www.boatos.org/tecnologia/chaves-magneticasroubam-dados.html
848,"
Comer frutas de estômago vazio evita o câncer #boato
",saude,www.boatos.org/saude/frutas-estomago-vazio-evita-cancer.html
849,"
Sérgio Reis reclama de reajuste da aposentadoria e salário dos deputados #boato
",politica,www.boatos.org/politica/sergio-reis-aposentadoria-salario.html
850,"
Exército é rendido por traficantes em favela no Espírito Santo #boato
",brasil,www.boatos.org/brasil/exercito-rendido-espirito-santo.html
851,"
Cobra píton gigante engole uma moça no Brasil, em Goiás #boato
",brasil,www.boatos.org/brasil/cobra-piton-engole-moca.html
852,"
7 anúncios falsos de emprego que enganaram inocentes na internet
",brasil,www.boatos.org/brasil/7-anuncios-falsos-de-emprego.html
853,"
PMDB e PSDB aprovam aposentadoria para deputado com um ano de mandato #boato
",politica,www.boatos.org/politica/pmdb-psdb-aposentadoria-deputado-um-ano.html
854,"
Caminhoneiro que tomou tiro na boca procura a família; compartilhe #boato
",brasil,www.boatos.org/brasil/caminhoneiro-tiro-procura-familia.html
855,"
Pastora Patrícia vende orações por R$ 1.500 no WhatsApp #boato
",religiao,www.boatos.org/religiao/pastora-patricia-vende-oracoes.html
856,"
Engemax contrata profissionais, vagas de emprego são para rodovia #boato
",brasil,www.boatos.org/brasil/engmax-contrata-profissionais.html
857,"
Polícia Militar do Rio de Janeiro vai entrar em greve #boato
",brasil,www.boatos.org/brasil/policia-militar-rio-greve.html
858,"
Epidemia de aranha marrom está acontecendo no Brasil! Cuidado #boato
",saude,www.boatos.org/saude/epidemia-aranha-marrom-brasil.html
859,"
Bandidos roubaram viatura da PM no Espírito Santo #boato
",brasil,www.boatos.org/brasil/bandidos-roubaram-viatura-espirito-santo.html
860,"
Filme Corpus Christi mostra Jesus gay e será lançado este ano #boato
",religiao,www.boatos.org/religiao/filme-corpus-christi-jesus-gay.html
861,"
7 boatos relacionados à morte de dona Marisa Letícia que circularam na internet
",politica,www.boatos.org/politica/boatos-dona-marisa-leticia.html
862,"
Dona Marisa não pode doar órgãos por ter mais de 70 anos #boato
",politica,www.boatos.org/politica/dona-marisa-orgaos-farsa.html
863,"
Advogado que torceu pela morte de dona Marisa sofre AVC #boato
",politica,www.boatos.org/politica/advogado-torceu-marisa-avc.html
864,"
Morte de dona Marisa é uma farsa; ela foi fotografada na Itália #boato
",politica,www.boatos.org/politica/morte-dona-marisa-farsa-italia.html
865,"
Calendário de saque do FGTS inativo 2017 é confirmado #boato
",brasil,www.boatos.org/brasil/calendario-saque-fgts-inativo-2017.html
866,"
Lula diz que Marisa morreu por culpa de Sérgio Moro, povo e Justiça #boato
",politica,www.boatos.org/politica/lula-marisa-culpa-sergio-moro.html
867,"
Nove freiras ficam grávidas em mosteiro que recebeu refugiados na Itália #boato
",mundo,www.boatos.org/mundo/freiras-gravidas-refugiados-italia.html
868,"
Zé do Caixão virou evangélico e se batizou na Igreja Adventista #boato
",entretenimento,www.boatos.org/entretenimento/ze-do-caixaoevangelico-batizou.html
869,"
Menina cega vai ganhar 0,10 centavos por compartilhamento no Facebook #boato
",brasil,www.boatos.org/brasil/menina-cega-010-centavos.html
870,"
Vídeo flagra OVNI (disco voador) gigante na Malásia #boato
",ciencia,www.boatos.org/ciencia/video-ovni-gigante-malasia.html
871,"
Vazou a lista das delações da Odebrecht homologadas 30/01 #boato
",politica,www.boatos.org/politica/vazou-lista-delacoes-odebrecht.html
872,"
Bandidos realizam golpe da placa do carro para realizar assaltos #boato
",brasil,www.boatos.org/brasil/golpe-placa-carro-assaltos.html
873,"
Fugitivos de Bauru estão chegando na região e retratos são divulgados #boato
",brasil,www.boatos.org/brasil/fugitivos-bauru-regiao-retratos.html
874,"
7 boatos sobre Michel Temer que já viralizaram na internet
",politica,www.boatos.org/politica/7-boatos-temer.html
875,"
México construiu muro na fronteira com a Guatemala #boato
",mundo,www.boatos.org/mundo/mexico-muro-guatemala.html
876,"
Asteroide vai se chocar com a Terra em fevereiro de 2017 #boato
",ciencia,www.boatos.org/ciencia/asteroide-chocar-terra-fevereiro-2017.html
877,"
Marisa Letícia teve morte cerebral e mídia esconde que ela morreu #boato
",politica,www.boatos.org/politica/marisa-leticia-morte-cerebral.html
878,"
Uber foi hackeado para bandidos assaltarem mulheres #boato
",tecnologia,www.boatos.org/tecnologia/uber-hackeado-assaltarem-mulheres.html
879,"
Papa diz que quem desejou morte de Marisa não precisa mais ir na missa #boato
",religiao,www.boatos.org/religiao/papa-morte-marisa-missa.html
880,"
Piloto de Eduardo Campos foi envenenado, diz laudo #boato
",politica,www.boatos.org/politica/piloto-eduardo-campos-envenenado.html
881,"
Temer tira foto oficial com faixa presidencial ao avesso #boato
",politica,www.boatos.org/politica/temer-faixa-presidencial-avesso.html
882,"
Ginecologista se nega a atender travesti e é preso por homofobia #boato
",brasil,www.boatos.org/brasil/ginecologista-nega-atender-travesti.html
883,"
USP lista 10 maiores sites de notícias falsas do Brasil em pesquisa #boato
",politica,www.boatos.org/politica/usp-lista-10-maiores-noticias-falsas.html
884,"
Imagem prova que Maíra Panas era garota de programa #boato
",brasil,www.boatos.org/brasil/imagem-maira-panas-garota-programa.html
885,"
Terroristas muçulmanos com explosivos são presos em Jataí (GO) #boato
",brasil,www.boatos.org/brasil/terroristas-muculmanos-explosivos.html
886,"
Lista da delação da Odebrecht na Lava-Jato vazou após morte de Teori Zavascki #boato
",politica,www.boatos.org/politica/lista-odebrecht-lava-jato-morte-teori.html
887,"
7 boatos que circulam na web sobre Teori Zavascki, sua morte e o futuro da Lava-Jato
",politica,www.boatos.org/politica/7-boatos-teori-zavascki-lava-jato.html
888,"
Sargento Marcondes, filiado do PSDB, apagou gravação de avião de Teori #boato
",politica,www.boatos.org/politica/marcondes-psdb-gravacao-teori.html
889,"
Avião de Teori não tinha caixa-preta e câmeras foram retiradas do hangar #boato
",politica,www.boatos.org/politica/aviao-nao-tinha-caixa-cameras-retiradas.html
890,"
Joaquim Barbosa pediu intervenção para ministra Cármen Lúcia #boato
",brasil,www.boatos.org/brasil/joaquim-barbosa-carmen-lucia-intervencao.html
891,"
Chefe da Abin denuncia plano de Lula e PT para derrubar avião de Teori #boato
",politica,www.boatos.org/politica/abin-plano-de-lula-pt-aviao-teori.html
892,"
Sargento Marcondes, do PT, ajudou a derrubar o avião de Teori #boato
",politica,www.boatos.org/politica/sargento-marcondes-aviao-teori.html
893,"
Maria do Rosário quer fechar acordo com PCC e FDN #boato
",politica,www.boatos.org/politica/maria-rosario-acordo-pcc-fdn.html
894,"
Cármen Lúcia vai assumir a Lava-Jato no lugar de Teori #boato
",politica,www.boatos.org/politica/carmen-lucia-lava-jato.html
895,"
Teori Zavascki foi assassinado por causa da Lava-Jato #boato
",politica,www.boatos.org/politica/teori-zavascki-foi-assassinado.html
896,"
Hospital do Homem pode fechar por falta de pacientes #boato
",saude,www.boatos.org/saude/hospital-homem-pode-fechar.html
897,"
Teori Zavascki proíbe Sérgio Moro de investigar Lula #boato
",politica,www.boatos.org/politica/teori-proibe-moro-lula.html
898,"
Anuidade para portadores de CNH é lei e será cobrada por governo #boato
",brasil,www.boatos.org/brasil/anuidade-cnh-lei-cobrada-governo.html
899,"
Mãe escreve carta para mãe de menor infrator da Febem #boato
",brasil,www.boatos.org/brasil/mae-carta-menor-infrator.html
900,"
Funcionária pública do Rio se joga de prédio por não receber salários #boato
",brasil,www.boatos.org/brasil/funcionaria-publica-rio-se-joga-predio.html
901,"
Samu pede para você agendar AA Emergência no seu telefone #boato
",brasil,www.boatos.org/brasil/samu-aa-emergencia-agenda.html
902,"
PCC vai realizar ataques em toda região de São Paulo em 17/01 #boato
",brasil,www.boatos.org/brasil/pcc-realizar-ataques-sao-paulo.html
903,"
Tubarão é flagrado na praia da Barra da Tijuca #boato
",brasil,www.boatos.org/brasil/tubarao-flagrado-na-praia-da-barra.html
904,"
Pastora que quebrou imagem de santa sofre parada cardíaca #boato
",religiao,www.boatos.org/religiao/pastora-quebrou-santa-parada-cardiaca.html
905,"
Nutella causa câncer e será retirada de todos os supermercados #boato
",saude,www.boatos.org/saude/nutella-causa-cancer-retirada.html
906,"
Personalize o WhatsApp com as cores do seu time favorito #boatos
",tecnologia,www.boatos.org/tecnologia/personalize-whatsapp-cores-time.html
907,"
7 golpes que prometem novas funcionalidades do WhatsApp
",tecnologia,www.boatos.org/tecnologia/7-golpes-novas-funcionalidades-whatsapp.html
908,"
Temporal devastador em Campinas vai acontecer no início de 2017 #boato
",brasil,www.boatos.org/brasil/temporal-devastador-campinas.html
909,"
Italiano comprou quadro que sumiu do Planalto no governo de Lula #boato
",politica,www.boatos.org/politica/italiano-quadro-planalto-lula.html
910,"
Alex Brettan, diretor, avisa que WhatsApp vai cobrar taxa #boato
",tecnologia,www.boatos.org/tecnologia/alex-brettan-whatsapp-cobrar-taxa.html
911,"
Morar em Roraima: texto diz que estado é dominado por americanos #boato
",brasil,www.boatos.org/brasil/morar-roraima-texto-dominado-americanos.html
912,"
Acidente na rodovia Rio-Santos, em Itaguaí, com diversos carros hoje #boato
",brasil,www.boatos.org/brasil/acidente-rio-santos-hoje.html
913,"
Justiça determina bloqueio do WhatsApp em 2017 #boato
",tecnologia,www.boatos.org/tecnologia/justica-bloqueio-whatsapp-2017.html
914,"
Foto da criança mais negra do mundo circula na internet #boato
",mundo,www.boatos.org/mundo/foto-crianca-mais-negra-circula-boato.html
915,"
Filho de Bonner e Fátima dirigia bêbado e sem habilitação #boato
",brasil,www.boatos.org/brasil/filho-bonner-fatima-bebado-carteira.html
916,"
Operadoras vão cobrar R$0,30 por vídeo/foto no WhatsApp #boato
",tecnologia,www.boatos.org/tecnologia/operadoras-vao-cobrar-por-videofoto.html
917,"
Mude a cor do seu WhatsApp enviando link para amigos #boato
",tecnologia,www.boatos.org/tecnologia/mude-cor-whatsapp-link.html
918,"
Famílias de presos mortos vão ganhar indenização de R$ 9 bi #boato
",brasil,www.boatos.org/brasil/familias-presos-mortos-indenizacao.html
919,"
Sepe está abarrotado de cestas básicas e doando a todos #boato
",brasil,www.boatos.org/brasil/sepe-cestas-basicas.html
920,"
Não atenda o telefone (17) 99138-6060. Ele clona celulares #boato
",brasil,www.boatos.org/brasil/numero-clona-celulares.html
921,"
Site dá pacote de Internet 3G para quem compartilha no WhatsApp #boato
",tecnologia,www.boatos.org/tecnologia/pacote-internet-3g-whatsapp.html
922,"
Família Obama serve funcionários que os serviram por 8 anos #boato
",politica,www.boatos.org/politica/familia-obama-serve-funcionarios.html
923,"
2017 mágico terá domingos em 01/01, 02/02, 03/03 etc #boato
",brasil,www.boatos.org/brasil/2017-magico-domingos.html
924,"
Volnei, motorista da Uber, está estuprando mulheres em Nova Iguaçu #boato
",brasil,www.boatos.org/brasil/volnei-motorista-uber-estupros.html
925,"
Pitbull ataca ladrão em TO e juiz pede que ele seja sacrificado #boato
",brasil,www.boatos.org/brasil/pitbull-ataca-ladrao-sacrificado.html
926,"
César Millan, o encantador de cães, morreu hoje #boato
",entretenimento,www.boatos.org/entretenimento/cesar-millan-encantador-caes-morreu.html
927,"
O melhor do Boatos.org em 2016, por Edgard Matsuki
",opiniao,www.boatos.org/opiniao/melhor-boatos-org-2016-edgard.html
928,"
Doação de filhotes de Dálmatas; já faleceram quatro #boato
",brasil,www.boatos.org/brasil/filhotes-dalmatas-faleceram-quatro.html
929,"
Retrospectiva 2016 – O melhor de 2016 no Boatos.org, por Hellen Bizerra
",opiniao,www.boatos.org/opiniao/retrospectiva-melhor-2016-hellen.html
930,"
Retrospectiva parte 2 – O melhor de 2016 no Boatos.org, por Carol Lira
",opiniao,www.boatos.org/opiniao/retrospectiva-2016-carol-lira.html
931,"
Marcos Trigueiro, maníaco de Contagem, foi solto e trabalha na Uber #boato
",brasil,www.boatos.org/brasil/marcos-trigueiro-uber-natal.html
932,"
Os cinco textos que mais bombaram no Boatos.org em 2016
",brasil,www.boatos.org/brasil/cinco-boatos-que-mais-bombaram.html
933,"
Sérgio Reis escreve texto sobre a Ditadura #boato
",politica,www.boatos.org/politica/sergio-reis-texto-ditadura.html
934,"
Descubra quem te adicionou no WhatsApp com nova função #boato
",tecnologia,www.boatos.org/tecnologia/descubra-adicionou-whatsapp-funcao.html
935,"
Vídeo mostra homens de moto em sequestro de crianças #boato
",brasil,www.boatos.org/brasil/video-homens-moto-sequestro-criancas.html
936,"
7 boatos sobre cachorros que circulam na internet
",brasil,www.boatos.org/brasil/7-boatos-sobre-cachorros.html
937,"
Menina Clara está perdida na delegacia da Penha #boato
",brasil,www.boatos.org/brasil/clara-perdida-delegacia-penha.html
938,"
Sorteio de Range Rover 2017 no Facebook #boato
",brasil,www.boatos.org/brasil/sorteio-range-rover-facebook.html
939,"
Todas as correntes da internet são enviadas por hackers #boato
",tecnologia,www.boatos.org/tecnologia/correntes-sao-enviadas-por-hackers.html
940,"
Vídeo Decretada Prisão de Aécio Neves é vírus que formata celular #boato
",politica,www.boatos.org/politica/prisao-aecio-neves-virus.html
941,"
Telefone 0800 serve como serviço de prevenção de suicídio #boato
",brasil,www.boatos.org/brasil/0800-prevencao-de-suicidio.html
942,"
FHC e Temer estão ameaçando o Moro usando a Abin #boato
",politica,www.boatos.org/politica/fhc-temer-ameacando-moro-abin.html
943,"
7 histórias (falsas) atribuídas a Nasa que as pessoas sempre acreditam
",ciencia,www.boatos.org/ciencia/7-historias-nasa-que-sempre-acreditam.html
944,"
Sem Parar avisa que vai aplicar multas de velocidade em pedágios #boato
",brasil,www.boatos.org/brasil/sem-parar-multas-velocidade.html
945,"
Ana Julia Barbosa, filha da Geizi Silva, está desaparecida #boato
",brasil,www.boatos.org/brasil/ana-julia-barbosa-desaparecida.html
946,"
Carreta Furacão salva família de incêndio em MG #boato
",brasil,www.boatos.org/brasil/carreta-furacao-familia-incendio.html
947,"
Filha do Chicão da Casa das Tintas, Anna Laura, está desparecida #boato
",brasil,www.boatos.org/brasil/filha-chicao-das-tintas-desparecida.html
948,"
Renan Calheiros é satirizado na capa do Charlie Hebdo #boato
",politica,www.boatos.org/politica/calheiros-satirizado-capa-charlie-hebdo.html
949,"
Beber água com o estomago vazio cura doenças #boato
",saude,www.boatos.org/saude/beber-agua-estomago-vazio.html
950,"
7 alertas bombásticos (e falsos) sobre desastres naturais no Brasil
",brasil,www.boatos.org/brasil/7-boatos-desastres-naturais-no-brasil.html
951,"
Caminhão com corpos de crianças sem órgãos é encontrado no México #boato
",mundo,www.boatos.org/mundo/caminhao-criancas-orgaos-mexico.html
952,"
Furacão vai atingir o Rio de Janeiro no fim de semana #boato
",brasil,www.boatos.org/brasil/furacao-atingir-rio-fim-de-semana.html
953,"
Cavaleiros do apocalipse aparecem em nuvens; é o fim do mundo! #boato
",religiao,www.boatos.org/religiao/cavaleiros-apocalipse-aparecem-nuvens.html
954,"
Carnes de R$1.500/kg são encontradas na casa de Sérgio Cabral #boato
",politica,www.boatos.org/politica/carnes-encontradas-sergio-cabral.html
955,"
Cubanos ficam de costas para Fidel em cortejo para protestar #boato
",mundo,www.boatos.org/mundo/costas-fidel-cortejo-protestar.html
956,"
Rodrigo Maia está ilegal na presidência da Câmara por ser chileno #boato
",politica,www.boatos.org/politica/rodrigo-maia-ilegal-presidencia-chileno.html
957,"
7 boatos sobre a tragédia com o avião da Chapecoense
",esporte,www.boatos.org/esporte/7-boatos-tragedia-aviao-chapecoense.html
958,"
Fábrica clandestina de Coca-Cola é descoberta em Bangu, Rio #boato
",saude,www.boatos.org/saude/fabrica-clandestina-coca-bangu.html
959,"
Vídeo do interior do avião no exato momento da queda é um vírus #boato
",tecnologia,www.boatos.org/tecnologia/video-aviao-queda-virus.html
960,"
Messi vai doar 10 milhões de euros para a Chapecoense #boato
",esporte,www.boatos.org/esporte/messi-vai-doar-10-mi-chapecoense.html
961,"
Cristiano Ronaldo doa 3 milhões de euros para a Chapecoense #boato
",esporte,www.boatos.org/esporte/cristiano-ronaldo-milhoes-chapecoense.html
962,"
Fotos dos corpos das vítimas de acidente com avião da Chapecoense vazam na web #boato
",esporte,www.boatos.org/esporte/fotos-corpos-vitimas-chapecoense.html
963,"
Nasa confirma Bíblia: Terra terá 6 dias de escuridão #boato
",ciencia,www.boatos.org/ciencia/nasa-biblia-terra-escuridao-dezembro.html
964,"
Torre Eiffel fica verde em homenagem à Chapecoense #boato
",esporte,www.boatos.org/esporte/torre-eiffel-verde-chapecoense.html
965,"
Danilo, goleiro da Chapecoense, falou “se aquela bola tivesse entrado” #boato
",esporte,www.boatos.org/esporte/danilo-se-aquela-bola-tivesse-entrado.html
966,"
PSG vai doar 40 milhões de euros para a Chapecoense #boato
",esporte,www.boatos.org/esporte/psg-vai-doar-40-milhoes-chapecoense.html
967,"
Atlético Nacional declarou Chapecoense como campeã da Sul-Americana
",esporte,www.boatos.org/esporte/chapecoense-como-campea-da-sul-americana.html
968,"
Meteoro vai se chocar contra a Terra em 2019 #boato
",ciencia,www.boatos.org/ciencia/meteoro-vai-se-chocar-contra-terra.html
969,"
Garoto perde os dedos ao atender celular carregando #boato
",tecnologia,www.boatos.org/tecnologia/garoto-perde-dedos-celular-carregando.html
970,"
Bilhete único não está mais valendo no Rio de Janeiro #boato
",brasil,www.boatos.org/brasil/bilhete-unico-rio-de-janeiro.html
971,"
7 histórias falsas sobre leis de trânsito que sempre enganam os motoristas
",brasil,www.boatos.org/brasil/7-historias-falsas-transito.html
972,"
Fotos do corpo de Fidel Castro vazam na internet #boato
",politica,www.boatos.org/politica/fotos-corpo-fidel-castro.html
973,"
Sérgio Moro vai sofrer processo disciplinar e será afastado da Lava Jato #boato
",politica,www.boatos.org/politica/moro-processo-disciplinar-lava-jato.html
974,"
Toque de recolher na Tijuca, no Rio de Janeiro, a partir de hoje #boato
",brasil,www.boatos.org/brasil/toque-de-recolher-tijuca-rio.html
975,"
Divaldo Franco pede atenção ao povo brasileiro em mensagem urgente #boato
",religiao,www.boatos.org/religiao/divaldo-franco-atencao-mensagem.html
976,"
Assaltantes colam adesivos em casas para se comunicar entre si #boato
",brasil,www.boatos.org/brasil/assaltantes-adesivos-casas-comunicar.html
977,"
Myriam Rios lança campanha Todos Contra o Sexo Anal #boato
",politica,www.boatos.org/politica/myriam-rios-campanha-sexo-anal.html
978,"
Garotinho abre a boca e entrega Lula e sua amante #boato
",politica,www.boatos.org/politica/garotinho-entrega-lula-amante.html
979,"
Coisas diabólicas só acontecem na Índia por causa de religião #boato
",religiao,www.boatos.org/religiao/coisas-diabolicas-acontecem-india.html
980,"
Detran calibrou semáforos para multar no sinal amarelo #boato
",brasil,www.boatos.org/brasil/semaforos-multar-sinal-amarelo.html
981,"
Mulher que agrediu bebê em vídeo no sofá foi assassinada #boato
",mundo,www.boatos.org/mundo/mulher-agrediu-bebe-sofa-assassinada.html
982,"
Alterações da LDB saíram hoje; é a nova legislação da educação #boato
",politica,www.boatos.org/politica/alteracoes-ldb-hoje-educacao.html
983,"
Telefone celular estoura milho de pipoca em vídeo #boato
",tecnologia,www.boatos.org/tecnologia/celular-estoura-milho-de-pipoca.html
984,"
Filho de casal gay bebe cerveja e fuma cigarro em vídeo #boato
",mundo,www.boatos.org/mundo/casal-gay-cerveja-cigarro-bebe.html
985,"
Comando Vermelho decretou ataque a toda polícia do Rio #boato
",brasil,www.boatos.org/brasil/comando-vermelho-ataque-policia.html
986,"
Lei 12.944 permite quebrar celular de quem não presta atenção #boato
",brasil,www.boatos.org/brasil/lei-quebrar-celular-conversa.html
987,"
Ligação do Comando Vermelho clona o número do seu telefone #boato
",brasil,www.boatos.org/brasil/ligacao-comando-vermelho-clona-telefone.html
988,"
7 alertas falsos de vídeos “com vírus poderoso que formata celular”
",tecnologia,www.boatos.org/tecnologia/videos-virus-que-formata-celular.html
989,"
Blue Beam: Nasa vai simular 2ª vinda de Jesus Cristo #boato
",religiao,www.boatos.org/religiao/blue-beam-nasa-vinda-jesus.html
990,"
Fotos mostram casa de Sérgio Cabral em Mangaratiba (RJ) #boato
",politica,www.boatos.org/politica/fotos-casa-sergio-cabral-mangaratiba.html
991,"
Não coma frutas com a etiqueta número 8; são transgênicas #boato
",saude,www.boatos.org/saude/frutas-etiqueta-transgenicas.html
992,"
Vídeo Prenderam o Lula é um vírus que formata celular #boato
",tecnologia,www.boatos.org/tecnologia/video-prenderam-lula-virus.html
993,"
Arroz de plástico da China é vendido no Brasil #boato
",mundo,www.boatos.org/mundo/arroz-plastico-china-brasil.html
994,"
Acidente ou abalroamento com moto não é colisão, é atropelamento #boato
",brasil,www.boatos.org/brasil/abalroamento-moto-atropelamento.html
995,"
Ative videochamadas no WhatsApp e Wi-Fi grátis por convite #boato
",tecnologia,www.boatos.org/tecnologia/videochamadas-whatsapp-wi-fi-convite.html
